geneid	JP6pm	JP8pm	JP10pm	JPMid	JP2am	JP4am	JP6am	JP8am	JP10am	JPnoon	JP2pm	JP4pm
TRINITY_DN33193_c2_g7	5.58	6.87	8.38	7.79	10.91	4.61	5.02	0.52	16.85	8.01	6.68	12.7
TRINITY_DN34501_c2_g1	57.15	30.18	24.19	20.42	21.04	10.41	10.89	21.4	42.43	47.9	49.1	64.17
TRINITY_DN36323_c1_g5	2.4	3.16	2.98	2.97	2.13	1.76	1.47	0.36	1.8	1.12	1.27	1.89
TRINITY_DN36323_c1_g1	122.3	127.63	77.75	67.33	73.57	27.72	56.06	22.9	74.83	27.71	44.74	105.19
TRINITY_DN36296_c5_g5	0	21.25	0	9.77	0	0	0	0	0	5.79	0	0
TRINITY_DN5743_c0_g1	8.44	0	0	0	0	0	0	0	10.17	0	0	0
TRINITY_DN25683_c0_g3	50.61	68.41	66.1	78.4	108.62	71.28	50.28	47.42	56.08	30.33	35.7	40.85
TRINITY_DN25683_c0_g2	1.49	2.25	1.55	2.14	1.08	1.11	1.24	0.58	1.48	1.68	1.59	1.51
TRINITY_DN29481_c0_g2	4.72	6.45	6.85	7.54	5.75	6.41	6.05	7.42	7.46	6.03	6	3.35
TRINITY_DN29481_c0_g1	12.96	12.23	16.08	21.12	21.35	15.21	18.03	15.39	15.73	13.78	9.63	12.17
TRINITY_DN32684_c0_g2	11.58	26.48	26.83	33.7	20.01	30.48	17.32	7.44	11.42	14.7	13.8	11.62
TRINITY_DN35568_c8_g1	12.01	12.08	13.13	15.34	10.93	13.71	13.82	7.72	6.75	10.46	9.87	10.92
TRINITY_DN36024_c0_g2	0	2.76	2.82	0	3.74	2.98	0	0	0	2.34	3.68	0
TRINITY_DN36024_c0_g6	6.74	8.9	8.91	11.92	6.34	8.61	6.4	4.99	4.23	7.38	4.81	4.7
TRINITY_DN32979_c3_g2	8.12	11.65	11.65	12.81	8.76	10.16	7.07	4.03	5.61	7.08	6.73	7.13
TRINITY_DN32979_c3_g1	2.65	1.77	1.13	1.26	0	2.66	3.27	0.39	1.74	1.74	1.36	1.99
TRINITY_DN36485_c6_g5	0	6.52	9.94	0	4.41	3.47	0	6.22	5.52	2.73	0	0
TRINITY_DN36485_c6_g9	2.07	3.9	4.69	4.5	2.96	3.67	2.73	1.12	2.32	1.57	1.67	1.89
TRINITY_DN28948_c0_g1	19.96	25.16	47.31	44.41	71.97	49.35	50.58	44.27	19.84	19.14	23.49	12.15
TRINITY_DN32965_c1_g2	2.63	2.65	2.52	2.71	2.45	2.16	2.09	1.56	1.17	2.58	2.43	2.39
TRINITY_DN27186_c0_g1	2.14	3.16	2.74	2.76	2.37	2.4	2.62	2.22	3.09	2.43	3.42	2.72
TRINITY_DN55476_c0_g1	0.55	16.91	0	0	0	0	0	0	0	0	0	0.08
TRINITY_DN9529_c0_g2	1.05	2.75	8.7	3.5	3.73	3.24	3.69	1.89	1.7	3.33	0	0
TRINITY_DN10564_c0_g1	0	3.59	0	0	2.42	0	3.6	0	3.18	0	1.28	2.11
TRINITY_DN32273_c0_g2	20.1	29.37	40.45	45.71	34.69	40.77	26.38	59.42	42.64	37.65	26.19	32.12
TRINITY_DN32273_c0_g1	5.94	7.69	7.47	9.8	9.28	7.59	6.45	4.96	5.19	4.89	5.23	4.38
TRINITY_DN44607_c0_g1	2.54	3.74	7.94	6.22	7.01	7.48	2.38	1.01	1.35	2.69	1.71	2.64
TRINITY_DN2828_c0_g2	0.23	19.67	0	0	0	0	0	0	0	0	0	0.12
TRINITY_DN34445_c0_g1	28.94	41.43	56.82	58.49	39.13	41.65	22.58	12.81	16.72	18.98	23.18	21.27
TRINITY_DN30303_c0_g1	151	215.69	214.76	240.35	210.77	234.38	192.32	221.1	206.37	198.89	235.05	168.53
TRINITY_DN36764_c0_g1	0.21	16.92	0	0	0	0	0	0	0	0	0	0.07
TRINITY_DN25292_c0_g1	10.71	14.64	13.65	16.02	11.26	8.29	9.28	14.26	14.63	7.27	7.78	11.05
TRINITY_DN28056_c0_g1	5.77	18.69	22.17	34.85	36.85	28.74	28.06	37.47	29.39	18.82	11.96	10.98
TRINITY_DN27631_c0_g1	0.64	0.93	1.47	1.72	1.67	1.98	2.88	1.05	0.78	0.32	0.33	1.36
TRINITY_DN6852_c0_g1	0.65	2.44	2.57	2.65	1.55	1.36	1.53	0.96	0.65	0.89	1.17	2.54
TRINITY_DN28169_c0_g4	13.9	10.54	6.57	6.06	5.62	3.72	3.63	4	5.45	6.94	11.99	16.07
TRINITY_DN28169_c0_g1	4.28	13.64	14.18	17.07	15.43	19.31	10.31	3.31	6.58	4.83	3.96	2.26
TRINITY_DN12962_c0_g1	2.06	5.59	3.94	3.07	1.69	4.51	1.88	1.98	2.95	1.75	2.16	0.71
TRINITY_DN34729_c1_g1	9.01	10.36	12.19	11.66	5.56	13.57	9.52	4.77	4.18	9.54	7.06	4.36
TRINITY_DN33822_c0_g1	2.95	4.44	4.87	6.43	12.54	10.54	14.88	13.21	17.46	6.13	5.64	2.31
TRINITY_DN25509_c0_g1	2.83	2.79	1.59	1.67	2.26	0.5	0.48	1.21	1.46	3.32	2.56	3.33
TRINITY_DN25012_c0_g1	9.71	11.31	8.83	7.82	13.71	7.9	7.78	11.19	11.11	7.08	8.73	12.52
TRINITY_DN28380_c0_g3	13.49	19.05	17.74	24.09	23.39	20.81	17.62	13.57	18.87	13.59	13.31	14.55
TRINITY_DN28380_c0_g1	1.08	1.78	1.1	0.79	2.43	5.89	1.41	0	1.05	1.37	0.66	0.38
TRINITY_DN28380_c0_g7	1.83	3.38	2.2	2.32	2.38	3.08	1.33	0.54	0.49	0.83	0.85	0.35
TRINITY_DN28380_c0_g5	1.86	4.56	3.33	3.05	3.23	3.11	2.15	2.42	2.81	2.14	2.28	0.76
TRINITY_DN40703_c0_g1	0	18.19	0	0	0	0	0	0	0	0	0	0
TRINITY_DN28380_c0_g9	0.34	1.14	1.54	2.3	2.27	4.3	1.98	1.66	2.11	0.95	0.74	0.37
TRINITY_DN9649_c1_g1	0	0	0	0	0	29.53	0	0	0	0	4.33	0
TRINITY_DN30225_c1_g1	43.79	40.37	36.05	35.66	36.82	34.48	39.25	46.14	55.49	61.64	61.39	61.64
TRINITY_DN33578_c3_g6	7.98	6.61	1.41	1.9	1.83	1.55	1.36	2.71	1.22	2.63	7.55	0
TRINITY_DN33578_c3_g1	15.92	22.85	23.18	21.54	20.47	26.17	12.71	10.85	15.81	11.73	19.35	15.1
TRINITY_DN33578_c3_g2	9	14.1	15.01	19.04	9.04	9.79	5.17	5.59	5.75	9.71	6.02	7.97
TRINITY_DN29933_c0_g2	15.89	12.82	8.83	6.76	4.5	1.93	0.91	3.13	10.1	19.48	24.74	19.54
TRINITY_DN31194_c0_g1	1.54	1.83	1.97	1.92	2.35	2.47	2.96	1.7	1.94	1.22	2.02	1.81
TRINITY_DN27234_c0_g4	1.88	2.51	2.59	3.23	4.32	2.16	1.98	2.08	2.29	1.93	1.08	1.48
TRINITY_DN27234_c0_g2	4.48	5.12	4.18	5.4	5.93	5.22	5.63	6.51	7.03	6.08	6.42	5.53
TRINITY_DN27234_c0_g1	1.6	3.97	2.97	2.93	4.15	2.54	0.86	0.35	1.71	1.21	1.37	1.7
TRINITY_DN30446_c2_g2	24.55	25.43	28.19	28.79	23.21	26	22.65	25.18	23.85	28.05	30.4	26.94
TRINITY_DN25433_c1_g2	130.37	235.3	219.32	278.29	229.11	201.56	154.41	87.96	102.38	96.17	98.69	144.6
TRINITY_DN25433_c1_g1	25.92	32.59	41.98	36.58	29.33	29.8	21.78	50.85	29.16	32.54	48.88	43.47
TRINITY_DN22927_c0_g1	4.55	12.34	6.39	8.85	6.56	3.37	3.02	2.39	10.88	6.17	7.23	8.77
TRINITY_DN30404_c0_g1	14.25	14.36	8.64	8.09	11.26	9.41	5.95	8.98	1.93	3.4	1.89	7.48
TRINITY_DN36174_c5_g12	11.09	18.9	16.23	14.13	11.99	11.84	8.02	10.09	10.57	13.2	10.79	10.2
TRINITY_DN30343_c0_g1	0.79	0.38	0.54	0.7	0.51	0.98	3.16	1.44	3.38	1.47	2.08	1.25
TRINITY_DN29387_c0_g1	53.72	57.11	49.01	57.58	60.41	72.58	89.97	76.38	31.84	20.01	19.91	26.65
TRINITY_DN19001_c0_g2	2.29	1.63	4.61	6.91	11.1	4.11	3.63	3.94	7.27	2.99	1.36	5.75
TRINITY_DN33268_c0_g4	4.22	5.25	4.88	4.34	5.05	4.62	3.82	1.62	1.69	1.73	2.94	2.57
TRINITY_DN33268_c0_g6	11.85	18.21	15.22	16.51	12.74	11.8	9.82	6.48	8.19	7.94	8.54	9.89
TRINITY_DN685_c0_g1	6.67	5.51	0	0	0	0	0	0	0	0	5.22	0
TRINITY_DN32234_c0_g3	1.32	2.2	2.67	4.12	5.57	5.02	7.26	7.86	7.85	3.06	4.51	2.13
TRINITY_DN21010_c0_g1	3.31	2.84	2.77	3.41	2.88	1.87	1.75	1.23	1.7	1.5	2.39	2.61
TRINITY_DN35913_c0_g1	217.5	247.14	217.55	275.04	248.82	200.34	174.61	166.7	188.68	149.11	179.76	244.13
TRINITY_DN29696_c2_g2	281.07	249.1	317.19	281.19	262.95	260.27	204.82	230.7	174.59	229.67	228.91	229.88
TRINITY_DN61278_c0_g1	3.55	4.21	3.47	11.3	5.1	1.15	4.76	3.04	4.06	6.29	4.29	2.64
TRINITY_DN31201_c1_g1	11.03	12.42	13.07	12.82	13.63	12.99	9.8	12.14	9.64	11.55	12.56	9.8
TRINITY_DN34570_c2_g1	3.29	4.42	4.83	5.21	3.88	4.14	4.71	3.44	5.35	3.03	4.52	3.71
TRINITY_DN27720_c6_g1	0	9.45	4.74	0	0	0	0	4.45	0	0	0	0
TRINITY_DN26440_c0_g1	67.66	57.86	59.71	70.09	66.56	58.57	55.31	58.93	51.34	66.24	71.57	77.16
TRINITY_DN27075_c0_g1	2.26	4.69	4.47	5.98	12.13	10.68	12.03	9.45	5	2.61	2.55	2.11
TRINITY_DN27075_c0_g2	0.83	1.75	0.86	1.9	3.34	4.56	4.88	2.2	1.42	1.28	1.6	1.12
TRINITY_DN33265_c1_g1	18.85	19.55	22.68	23.68	20.75	20.1	24.3	16.87	11.68	13.24	14.06	16.4
TRINITY_DN31044_c0_g1	2.68	3.51	3.66	3.83	3.02	3.7	3.2	2.07	2.46	2.56	2.63	2.54
TRINITY_DN22933_c0_g2	0.61	20.56	0	0	0	0	0	0	0	0	0	0
TRINITY_DN28979_c1_g1	20.68	29.21	23.65	22.68	22.2	9.51	6.31	11.03	22.13	14.4	21.36	22.29
TRINITY_DN26842_c0_g1	297.16	313.41	296.95	265.42	242.22	170.57	181.1	289.56	245.2	168.28	217.69	231.29
TRINITY_DN32078_c1_g1	7.27	3.22	2.95	2.98	2.75	3.51	5.99	4.43	4.61	4.96	8.69	9.43
TRINITY_DN35778_c0_g1	3.55	1.49	4.66	0	8.05	0	2.99	0	0	1.31	0	0
TRINITY_DN22592_c0_g1	25.59	36.98	36.4	36.43	31.56	47.38	35.13	31.58	14.15	35.98	30.65	21.05
TRINITY_DN40846_c0_g1	0	0	0	0	12.67	0	0	0	0	0	0	11.01
TRINITY_DN30609_c5_g1	38.6	30.1	33.98	26.05	23.84	25.73	18.96	22.95	19.2	26.76	28.85	33.64
TRINITY_DN20994_c0_g3	9.46	7.71	7.66	9.16	10.43	5.34	3.83	5.41	6.97	7.26	10.98	8.24
TRINITY_DN35312_c0_g1	2.41	2.47	2.73	1.77	1.86	1.25	0.77	1.16	0.82	1.55	1.5	2.92
TRINITY_DN35470_c4_g11	2.74	2.25	2.71	1.97	0.71	2.2	3.31	1.45	0.66	1.24	1.76	1.16
TRINITY_DN29002_c0_g1	3.48	3.62	2.96	3.18	2.79	2.37	1.86	1.63	2.26	2.37	3.21	2.98
TRINITY_DN29019_c0_g1	1.93	3.67	3.76	3.67	1.88	3.62	2.05	1.07	0.47	2.72	0.98	1.22
TRINITY_DN29019_c0_g2	6.44	19.56	19.61	0	0	5.04	0	0	8.04	8.08	15.05	17.72
TRINITY_DN46552_c0_g1	0.4	27.56	0	0	0	0	0	0	0	0	0	0
TRINITY_DN29548_c1_g5	9.9	14.74	16.66	17.69	13.14	15.55	11.65	7.69	9.09	10.21	11.2	9.68
TRINITY_DN25085_c0_g1	15.54	17.72	11.37	16.85	20.82	10.98	13.67	17.02	23.49	13.42	17.06	17.21
TRINITY_DN34227_c0_g12	28.88	42.33	42.28	36.95	37.65	51.52	35.86	34.07	27.32	24.77	24.88	18.66
TRINITY_DN34227_c0_g11	1.97	2.3	2.03	3.09	1.56	0.67	2.29	1.33	0.69	2.99	2.32	1.28
TRINITY_DN33977_c9_g1	1.9	1.28	1.6	2.27	1	1.88	1.5	0.93	0.84	1.15	1.4	1.63
TRINITY_DN35283_c3_g1	2.03	1.4	3.97	1.7	0.64	3.45	0.95	3.04	2.26	1.35	3.86	0.53
TRINITY_DN28215_c3_g2	95.13	91.21	98.59	96.84	78.28	94.45	81.7	69.83	47.65	95.39	85.3	86.47
TRINITY_DN33973_c1_g1	92.25	118.59	110.2	109.44	132.02	67.36	66.34	53.82	154.61	113.37	180.51	159.37
TRINITY_DN28580_c0_g4	3.62	11.08	6.21	12.93	2.66	3.14	3.95	0.69	2.47	0	1.12	0.74
TRINITY_DN28580_c0_g6	2.11	5.89	2.91	3.27	2.67	4.39	1.2	2.15	4.97	2.67	2.96	3.53
TRINITY_DN33019_c0_g1	4.34	5.65	5.01	5.78	4.2	4.66	3.28	2.37	4.23	3.87	4.37	4.86
TRINITY_DN28580_c0_g2	1.23	3.22	3.22	3.4	4.34	6.71	4.37	3.44	2.56	2.09	4.12	1.3
TRINITY_DN31443_c0_g4	2.19	5.41	5.34	10.15	5.09	5.2	3.6	4.06	3.68	4.01	4.06	3.67
TRINITY_DN34545_c4_g5	2.36	4.42	3.41	5.07	2.17	3.24	2.93	2.09	3.74	2.74	2.91	2.66
TRINITY_DN31443_c0_g6	69.18	78.4	59.41	69.35	82.99	63.4	71.32	75.13	90.06	74.39	82.04	90.74
TRINITY_DN29603_c1_g11	0	11.68	17.46	0	0	5.94	6	5.46	9.48	4.8	0	7.09
TRINITY_DN34545_c4_g1	6.91	6.51	5.41	7.37	8.82	5.88	6.43	5.98	5.17	5.17	6.02	5.89
TRINITY_DN34545_c4_g2	49.48	43.17	47.92	44.47	44	45.61	40.79	42.43	35.18	50.38	51.03	47.25
TRINITY_DN34545_c4_g3	2.49	3.69	3.42	5.24	3.6	3.95	3.56	1.84	4.13	2.6	3.88	3.56
TRINITY_DN34361_c0_g1	89.98	90.64	89.91	85.75	87.93	72.37	72.87	76.26	83.83	91.69	95.21	106.59
TRINITY_DN34361_c0_g2	1.19	1.03	0.62	1.36	1.49	1.03	1.36	0.97	1.14	1.1	1.71	1.5
TRINITY_DN29734_c0_g1	5.72	6.94	9.37	7.43	5.16	4.04	4.09	7.42	2.2	6.19	6.56	6.64
TRINITY_DN36350_c0_g8	12.87	24.45	9.8	13.39	33.28	15.13	15	0	8.04	20.21	15.05	0
TRINITY_DN23121_c0_g1	3.71	5.1	4.73	5.2	3.6	3.6	3.47	2.5	2.41	2.66	2.94	3.94
TRINITY_DN36350_c0_g3	0	5.06	25.34	27.74	0	10.41	0	14.25	37.36	8.36	3.1	0
TRINITY_DN18951_c0_g2	8.31	7.22	7.09	3.46	4.19	8.17	3.22	4.8	4.14	7.61	4.35	3.59
TRINITY_DN26924_c0_g1	45.99	37.07	26.46	29.83	31.64	22.9	16.89	12.64	12.1	15.72	39.49	54.23
TRINITY_DN51219_c0_g1	0	0	7.21	0	0	0	0	0	0	0	4.57	4.26
TRINITY_DN33366_c0_g1	9.21	10.08	10.7	9.51	7.69	10.59	8.83	6.88	5.91	8.44	8.45	7.87
TRINITY_DN29348_c1_g1	23.45	31.93	28.43	25.26	28.58	25.4	22.14	27.29	29.13	25.04	29.97	32.24
TRINITY_DN29304_c0_g1	30.43	30.5	34.77	33.38	29.27	30.68	29.27	25.36	21.85	27.23	25.19	25.39
TRINITY_DN29304_c0_g3	2.78	1.19	0	4.62	0	2.75	0	0	2.17	1.06	1.83	0
TRINITY_DN26535_c1_g9	2.72	3.3	3.48	3.55	5.93	4.48	4.06	2.17	2.73	2.42	2.23	3.88
TRINITY_DN26535_c1_g8	5.62	7.93	8.33	8.56	7.86	6.57	7.91	6.6	7.52	5.48	6.77	7.89
TRINITY_DN34589_c1_g2	8.65	13.18	13.98	15.79	9.6	12.09	5.03	3.38	8.27	7.62	8.53	6.98
TRINITY_DN20748_c0_g1	54.57	0	0	22.16	0	0	0	0	0	0	0	0
TRINITY_DN32993_c0_g2	2.82	3.18	3.37	0	1.73	1.54	2.57	2.02	2.41	1.19	0.55	5.07
TRINITY_DN32993_c0_g1	1.1	2.08	2.18	1.89	1.9	2.21	1.24	1.14	1.8	1.3	1.9	1.49
TRINITY_DN24678_c0_g1	112.12	98.47	85.91	81.85	76.23	61.71	64.92	71.75	85.83	88.06	95.77	121.68
TRINITY_DN27221_c1_g3	31.25	40.45	35.01	38.18	31.26	30.51	26	21.59	31.25	34.92	36.1	35.85
TRINITY_DN23524_c0_g7	2.78	7.16	9.99	12.31	1.61	12.38	4.78	3.62	9.78	8.49	11	2.76
TRINITY_DN34080_c0_g4	4.42	5.34	5.26	5.98	6.11	4.54	4.44	4.62	5.42	4.55	4.88	5.15
TRINITY_DN33529_c2_g1	5.07	6.72	7.14	10.01	5.97	7.06	6.27	4.37	4.29	4.82	4.45	4.09
TRINITY_DN23524_c0_g2	38.13	17.71	41.63	38.49	30.54	61.23	38.07	32.67	22.57	22.16	19.98	21.21
TRINITY_DN28316_c0_g1	17.65	20.52	25.89	27.4	22.48	21.5	21.69	16.58	14.52	17.03	18.27	15.88
TRINITY_DN35629_c0_g1	17.61	8.46	6.37	6.06	3.37	2.46	1.79	2	4.32	13.77	15.78	15.98
TRINITY_DN14303_c0_g1	1.14	2.98	5.22	11.4	1.34	8.13	3.98	3.05	0	1.79	0	0
TRINITY_DN33955_c1_g1	4.66	4.54	5.53	5.5	4.59	6.08	4.75	4.65	3.94	5.3	5.19	4.23
TRINITY_DN25377_c0_g1	1.87	2.53	6.63	4.93	6.55	4.34	2.47	0.94	2.56	1.51	2.7	2.55
TRINITY_DN23869_c3_g6	0	0	9.19	0	0	0	0	8.61	0	0	0	0
TRINITY_DN23869_c3_g5	2.75	6.24	4.97	5.43	11.39	6.69	4.07	3.59	4.15	1.59	2.07	2.91
TRINITY_DN10923_c0_g1	0	5.74	2.99	0	0	1.63	4.31	1.43	3.87	0	1.07	3.34
TRINITY_DN25277_c0_g2	44.72	33.82	36.21	36.76	35.66	31.77	31.39	32.72	28.66	32.97	35.73	41.39
TRINITY_DN33140_c2_g2	14.74	26.39	22.18	24.13	14.83	11.72	11.28	5.17	8.27	10.5	10.37	14.27
TRINITY_DN30189_c0_g1	407.15	440.62	505.79	544.89	545.61	444.91	426.27	498.46	571.77	472.83	463.41	439.5
TRINITY_DN30189_c0_g4	3.01	4.17	5.25	6.73	5.5	7.94	5.2	4.46	7.5	5.89	5.94	4.47
TRINITY_DN26805_c0_g1	21.21	25.01	25.04	25.33	21.08	21.51	20.27	19.72	23.57	22.39	25.87	29.57
TRINITY_DN25372_c1_g1	109.41	79.47	59.61	74.44	53.82	49.29	40.79	113.68	89.83	74.79	110.87	125.08
TRINITY_DN19199_c0_g2	47.91	60.37	52.06	61.13	61.5	38.26	27.98	27.26	28.53	24.06	26.82	46.99
TRINITY_DN21695_c0_g1	160	176.88	167.21	187.38	194.07	146.69	138.57	139.8	132.52	117.25	139.46	224.22
TRINITY_DN28195_c0_g1	6.6	10.13	10.95	13.76	12.64	13.75	13.22	12.3	13.76	11.28	7.61	6.95
TRINITY_DN19600_c0_g1	1171.74	496.14	198.17	188.46	328.75	293.99	772.84	1557.16	2227.73	1577.64	1338.92	1611.22
TRINITY_DN38248_c0_g1	8.92	13.36	12.86	15.11	12.3	12.71	12.2	9.12	7.16	7.87	6.64	8.31
TRINITY_DN23365_c0_g1	13.56	16.78	15.12	16.79	15.79	14.45	13.13	10.75	17.51	10.07	12.71	16.28
TRINITY_DN35549_c1_g2	2.85	4.89	5.18	7.17	5.49	7.07	7.18	4.34	5.92	4.38	5.12	3.36
TRINITY_DN36494_c7_g3	3.35	6.92	9.84	12.27	3.95	7.56	3.76	1.58	2.21	3.84	4.23	3.44
TRINITY_DN34297_c1_g1	2.68	2.63	2.63	2.15	2.65	2.34	2.92	0.98	1.12	1.22	2.19	2.91
TRINITY_DN32144_c0_g2	2.45	4.01	2.07	10.65	5.42	4.44	0	1.96	5.29	6.9	5.63	2.36
TRINITY_DN32144_c0_g1	21.93	23.43	24.16	23.85	17.96	19.1	17.18	14.14	13.39	17.75	17.22	16.64
TRINITY_DN12054_c0_g1	1.66	2.81	1.47	3.67	1.9	4.81	1.41	0	0	2.47	0	0
TRINITY_DN32364_c2_g5	1.28	2.12	3.74	2.96	0.95	2.48	2.37	0.4	2.49	1.27	0.93	0.78
TRINITY_DN36488_c5_g9	0	0	31.61	11.08	10.98	0	0	0	6.36	13.07	18.67	0
TRINITY_DN31469_c1_g4	136.26	121.03	83.99	71.04	68.74	41.62	35.5	33.11	21.11	40.48	39.75	58.28
TRINITY_DN22972_c0_g1	1.26	2.34	1.23	1.46	1.32	1.31	0.89	1.35	1.81	1.86	1.59	1.42
TRINITY_DN38476_c0_g1	0	87.98	0	0	0	0	0	0	0	0	0	0
TRINITY_DN22378_c0_g1	952.8	496.03	354.2	325.1	455.33	677.14	1152.38	1912.16	2002.87	1964.12	1633.52	1413.44
TRINITY_DN12911_c0_g1	0	0	0	7.44	0	2.09	3.77	0	0	1.62	0	0
TRINITY_DN33104_c1_g4	0.86	1	2.11	1.3	1.57	2.13	1.38	0.94	3.2	1.03	2.12	1.1
TRINITY_DN30291_c0_g2	12.71	24.36	26.76	32.48	29.22	29.79	23.86	13.95	17.9	11.33	11.96	15.46
TRINITY_DN14567_c0_g1	1.77	2.89	1.02	3.85	1.63	1.83	0.99	1.88	0.48	1.7	2.2	3.47
TRINITY_DN27593_c5_g2	0	6.9	0	9.36	4.68	3.66	3.5	6.57	5.83	0	4.45	0
TRINITY_DN18910_c0_g1	2.46	4.46	6.74	7.07	6.53	7.18	3.41	0.64	1.4	1.55	1.5	1.61
TRINITY_DN27593_c5_g1	22.52	24.81	28.9	34.93	39.11	22.69	28.55	41.71	49.08	59.85	65.53	48.47
TRINITY_DN9270_c0_g1	0	5.99	12.21	20.2	4.05	12.84	3.03	5.74	7.67	0	5.91	10.7
TRINITY_DN24813_c1_g1	1.39	2.42	2.87	3.29	1.84	2.33	1.67	0.86	0.94	1.87	1.85	1.64
TRINITY_DN31002_c0_g1	15.31	15.79	20.49	18.54	14.74	14.77	14.31	9.7	7.79	6.54	7.14	10.09
TRINITY_DN33181_c1_g6	1.92	2.19	1.87	3.05	2.49	2.81	1.93	2.58	2.46	2.19	2.75	3.17
TRINITY_DN22468_c1_g2	4.37	5.14	6.48	5.32	10.98	4.65	1.76	1.37	1.7	1.23	1.99	3.8
TRINITY_DN33181_c1_g9	26.22	34.08	29.52	63.31	42.54	36.9	50.23	75.78	56.46	37.78	49.28	59.08
TRINITY_DN22632_c0_g1	15.7	20.68	23.01	25.3	22.67	22.86	16.24	13.01	15.27	12.56	11.86	15.31
TRINITY_DN29981_c1_g1	3.02	2.73	1.73	1.83	0.74	1.39	1.5	2.05	2.74	2.05	0.76	2
TRINITY_DN5659_c0_g1	48.76	75.58	83.82	104.25	85.42	68.8	59.96	81.39	74.82	74.66	76.84	82.37
TRINITY_DN29344_c1_g1	19.1	28.49	21.84	19.55	14.5	27.33	24.42	13.47	16.1	25.09	25.34	19.52
TRINITY_DN36068_c1_g3	7.23	8	7.93	7.55	5.19	4.19	3.76	3.55	5.71	7.13	9.36	8
TRINITY_DN33394_c0_g1	16.04	17.42	18.21	22.58	16.7	18.37	18.97	15.09	13.17	14.53	15.85	14.18
TRINITY_DN29167_c0_g1	0.92	2.18	1.35	0.98	0.86	0.82	1.06	0.43	1.17	1.6	0.56	1.68
TRINITY_DN24841_c0_g1	267.12	215.29	465.12	328.36	505.33	503.48	233.65	515.55	123.34	226.63	256.59	191.51
TRINITY_DN32960_c0_g1	6.1	7.95	9.34	8.81	9.87	8.08	7.07	6.39	9.67	7.73	8.11	9.91
TRINITY_DN35309_c0_g1	8.55	11.12	10.56	10.71	11.78	15.9	18.23	17.85	15.84	11.61	11.77	8.81
TRINITY_DN27668_c0_g2	18.1	17.45	13.86	18.03	20.23	15.33	16.96	9.25	16.21	12.85	15.6	17.75
TRINITY_DN35220_c2_g9	0	0	0	0	29.07	0	0	0	0	0	0	0
TRINITY_DN35220_c2_g8	0	3.23	5.04	0	2.18	3.64	0	0	1.44	1.41	1.18	3.78
TRINITY_DN30864_c0_g1	14.3	10.99	13.33	11.05	13.73	13.61	13.51	19.52	19.35	20.81	19.83	17.05
TRINITY_DN31640_c0_g1	3.4	4.08	4.71	6.46	6.36	6.69	11.94	6.56	9.42	5.62	6.29	4.94
TRINITY_DN27339_c1_g6	128.5	110.9	130.56	62.66	79.07	73.25	206.83	54.14	78.81	94.25	82.36	144.26
TRINITY_DN21589_c0_g1	2.47	2.1	3.16	1.16	0.8	1.72	0.62	2.03	1.82	1.71	1.92	1.64
TRINITY_DN35167_c1_g5	3.16	6.44	9.6	8.86	4.93	8.87	2.25	1.76	4.26	3.17	4.11	2.39
TRINITY_DN21962_c0_g1	16.66	15.09	16.87	16.03	13.5	10.83	5.11	2.87	1.52	6.39	6.5	12.44
TRINITY_DN35167_c1_g1	0.67	2.79	2.2	2.31	1.32	3.02	1.1	0.23	1.12	0.95	0.72	1.36
TRINITY_DN31314_c1_g1	35.35	32.61	36.99	38.71	52.72	38.2	18.98	15.39	19.6	18.87	24.49	22.99
TRINITY_DN30648_c3_g2	5.95	5.53	7.42	7.14	6.08	6.31	5.79	5.03	4.17	5.39	5.29	5.46
TRINITY_DN31762_c0_g1	0	0	0	7.45	0	0	5.57	0	0	0	0	0
TRINITY_DN31762_c0_g3	8.05	6.71	11.99	18.91	28.84	45.07	78.58	95.47	70.24	41.64	37.54	17.51
TRINITY_DN28277_c4_g1	19.62	16.81	20.61	16.69	16.08	22.08	18.9	19.16	11.14	21.55	19.64	15.18
TRINITY_DN34156_c3_g3	14.28	22.87	26.81	31.15	26.47	34.84	40.14	47.43	31.94	25.61	25.46	18.37
TRINITY_DN34156_c3_g2	1.42	2.95	2.31	2.26	3.38	5.21	8.24	3.69	3.48	1.5	1.47	1.91
TRINITY_DN34156_c3_g4	4.89	7.27	8.87	9.91	6.69	13.34	23.07	20.3	9.47	4.97	5.68	5.8
TRINITY_DN33458_c1_g1	4.67	8	3.09	3.87	6.94	3.63	5.58	5.2	6.04	8.55	8.7	2.45
TRINITY_DN31113_c0_g2	16.6	17.28	19.95	22.87	16.73	19.52	19.43	12.54	17.28	21.4	14.36	16.8
TRINITY_DN35619_c1_g1	8.41	11.31	10.82	11.05	8.32	7.73	4.39	6.31	4.74	4.55	7.2	8.97
TRINITY_DN11878_c0_g2	0.28	21.74	0	0	0	0	0	0	0	0	0	0.1
TRINITY_DN33882_c1_g1	3	2	1.27	2.38	3.81	0.99	2.04	0.44	1.55	2.33	1.88	0
TRINITY_DN33754_c1_g1	4.4	13.39	13.07	13.29	11.13	15.69	8.71	8.81	8.93	8.48	8.9	6.74
TRINITY_DN32887_c0_g3	7.53	7.4	6.53	5.75	5.09	5.6	4.28	2.15	3.35	4	5.48	8.05
TRINITY_DN48038_c0_g3	0	16.96	0	0	0	0	0	0	0	0	0	0
